"period_id","scenario_id","item_id","site_id","avg_price","lag1","lag2","lag3","lag4","lag5"
595,34997,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674,NA
595,35000,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,NA,NA,NA,NA
595,35001,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,NA,NA,NA,NA
595,35103,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,NA,NA,NA,NA
595,35106,"133146-EA","NT-Woolworths",0.990000009536743,2.00999999046326,0.990000009536743,NA,NA,NA
595,35153,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35156,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,NA,NA,NA,NA
595,35206,"133146-EA","NT-Woolworths",0.990000009536743,0.990000009536743,1.49000000953674,NA,NA,NA
595,35207,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
595,35209,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
595,35259,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,1.49000000953674,NA,NA,NA
595,35262,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35310,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,1.49000000953674,NA,NA,NA
595,35311,"133146-EA","NT-Woolworths",0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674,NA,NA
595,35313,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674,NA
595,35361,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
595,35364,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35365,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35414,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,0.990000009536743,NA,NA,NA
595,35416,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,NA,NA,NA,NA
595,35465,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,NA,NA
595,35466,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35468,"133146-EA","NT-Woolworths",0.990000009536743,0.990000009536743,NA,NA,NA,NA
595,35469,"133146-EA","NT-Woolworths",0.990000009536743,2.00999999046326,NA,NA,NA,NA
595,35517,"133146-EA","NT-Woolworths",0.990000009536743,0.990000009536743,NA,NA,NA,NA
595,35519,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,0.990000009536743,NA,NA,NA
595,35569,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,0.990000009536743,NA,NA,NA
595,35570,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674,NA
595,35571,"133146-EA","NT-Woolworths",0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674,NA,NA
595,35572,"133146-EA","NT-Woolworths",0.990000009536743,NA,NA,NA,NA,NA
595,35573,"133146-EA","NT-Woolworths",0.990000009536743,1.49000000953674,2.00999999046326,NA,NA,NA
596,34997,"133146-EA","NT-Woolworths",0.9,0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674
596,35000,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,NA,NA,NA
596,35049,"133146-EA","NT-Woolworths",1,2.00999999046326,0.990000009536743,NA,NA,NA
596,35051,"133146-EA","NT-Woolworths",1.5,2.00999999046326,1.49000000953674,NA,NA,NA
596,35052,"133146-EA","NT-Woolworths",1.5,1.49000000953674,0.990000009536743,1.49000000953674,NA,NA
596,35053,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
596,35102,"133146-EA","NT-Woolworths",1.5,2.00999999046326,0.990000009536743,1.49000000953674,NA,NA
596,35105,"133146-EA","NT-Woolworths",1.5,1.49000000953674,NA,NA,NA,NA
596,35205,"133146-EA","NT-Woolworths",1.3,1.49000000953674,NA,NA,NA,NA
596,35207,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,2.00999999046326,1.49000000953674,NA
596,35257,"133146-EA","NT-Woolworths",1.4,0.990000009536743,NA,NA,NA,NA
596,35259,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,1.49000000953674,NA,NA
596,35261,"133146-EA","NT-Woolworths",1.5,1.49000000953674,NA,NA,NA,NA
596,35311,"133146-EA","NT-Woolworths",1.5,0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674,NA
596,35312,"133146-EA","NT-Woolworths",1.5,2.00999999046326,1.49000000953674,NA,NA,NA
596,35364,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
596,35365,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
596,35413,"133146-EA","NT-Woolworths",1.7,0.990000009536743,NA,NA,NA,NA
596,35414,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,0.990000009536743,NA,NA
596,35415,"133146-EA","NT-Woolworths",1.5,1.49000000953674,2.00999999046326,NA,NA,NA
596,35418,"133146-EA","NT-Woolworths",1.5,1.49000000953674,1.49000000953674,NA,NA,NA
596,35466,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
596,35468,"133146-EA","NT-Woolworths",1.5,0.990000009536743,0.990000009536743,NA,NA,NA
596,35518,"133146-EA","NT-Woolworths",1.5,1.49000000953674,1.49000000953674,NA,NA,NA
596,35519,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,0.990000009536743,NA,NA
596,35521,"133146-EA","NT-Woolworths",1.5,1.49000000953674,1.49000000953674,NA,NA,NA
596,35569,"133146-EA","NT-Woolworths",2,0.990000009536743,1.49000000953674,0.990000009536743,NA,NA
596,35570,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674
596,35571,"133146-EA","NT-Woolworths",1.5,0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674,NA
596,35572,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
596,35573,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,2.00999999046326,NA,NA
597,34997,"133146-EA","NT-Woolworths",1.5,0.9,0.990000009536743,1.49000000953674,2.00999999046326,0.990000009536743
597,35050,"133146-EA","NT-Woolworths",1,1.49000000953674,0.990000009536743,NA,NA,NA
597,35051,"133146-EA","NT-Woolworths",1.5,1.5,2.00999999046326,1.49000000953674,NA,NA
597,35052,"133146-EA","NT-Woolworths",1.5,1.5,1.49000000953674,0.990000009536743,1.49000000953674,NA
597,35054,"133146-EA","NT-Woolworths",1.5,1.49000000953674,NA,NA,NA,NA
597,35101,"133146-EA","NT-Woolworths",1.5,1.49000000953674,0.990000009536743,1.49000000953674,NA,NA
597,35104,"133146-EA","NT-Woolworths",1.5,1.49000000953674,2.00999999046326,1.49000000953674,NA,NA
597,35106,"133146-EA","NT-Woolworths",1.5,0.990000009536743,2.00999999046326,0.990000009536743,NA,NA
597,35107,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
597,35153,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
597,35154,"133146-EA","NT-Woolworths",1.2,1.49000000953674,NA,NA,NA,NA
597,35155,"133146-EA","NT-Woolworths",1.5,1.49000000953674,2.00999999046326,0.990000009536743,1.49000000953674,NA
597,35157,"133146-EA","NT-Woolworths",1.5,2.00999999046326,0.990000009536743,NA,NA,NA
597,35158,"133146-EA","NT-Woolworths",1.5,2.00999999046326,0.990000009536743,NA,NA,NA
597,35205,"133146-EA","NT-Woolworths",1.5,1.3,1.49000000953674,NA,NA,NA
597,35210,"133146-EA","NT-Woolworths",1.5,1.49000000953674,1.49000000953674,NA,NA,NA
597,35211,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
597,35257,"133146-EA","NT-Woolworths",1.5,1.4,0.990000009536743,NA,NA,NA
597,35258,"133146-EA","NT-Woolworths",1.4,1.49000000953674,NA,NA,NA,NA
597,35259,"133146-EA","NT-Woolworths",1.5,1.5,0.990000009536743,1.49000000953674,1.49000000953674,NA
597,35260,"133146-EA","NT-Woolworths",1.5,2.00999999046326,NA,NA,NA,NA
597,35262,"133146-EA","NT-Woolworths",1.5,0.990000009536743,NA,NA,NA,NA
597,35263,"133146-EA","NT-Woolworths",1.5,NA,NA,NA,NA,NA
597,35309,"133146-EA","NT-Woolworths",1.5,2.00999999046326,1.49000000953674,NA,NA,NA
597,35310,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,1.49000000953674,NA,NA
597,35311,"133146-EA","NT-Woolworths",1.5,1.5,0.990000009536743,2.00999999046326,0.990000009536743,1.49000000953674
597,35314,"133146-EA","NT-Woolworths",1.5,0.990000009536743,1.49000000953674,NA,NA,NA
